SMILE A,SMILE B
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]C(C1=CC=C(C(NC2=CC=C(N[*])C=C2)=O)C=C1)=O
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]CC(C1=CC=CC=C1)C/C=C/C[*]
[*]CC(O)COC1=CC=C(C(C)(C2=CC=C(O[*])C=C2)C)C=C1,[*]C/C=C\CCC(C=C)[*]
[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,[*]C1=NC2=CC3=C(C=C2O1)OC(C4=CC=C(C=C4)[*])=N3
[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,[*]CC1=CC=C(C(Cl)=C1)C[*]
[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O,[H]N(C1=CC=C(C=C1)CC2=CC=C(C=C2)N(C(OCCO[*])=O)[H])C([*])=O
[*]C1=CC=C([*])N1,[*]C(F)(C(F)([*])F)F
O=C(CCCCC(NCCCCCCCCCCN[*])=O)[*],[*]CC1=CC=C(C(Cl)=C1)C[*]
[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,[*]C(C(CCCC[NH3+])N[*])=O
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,OCC1OC(C(C(C1O)O[*])O)OC2C(C(C(OC2COS(=O)(O)=O)[*])NC(C)=O)O
[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,[*]C1=CC(C2=NC3=CC(C4=CC=C5N=C([*])NC5=C4)=CC=C3N2)=CC=C1
[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O
[*]C/C=C(C[*])\Cl,[*]C/C=C/C[*]
[*]C(C=C1)=CC=C1S[*],[*]CC(O[*])CN=[N+]=[N-]
[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O
[*]C(CCCCC(OCCCCO[*])=O)=O,[*]CC(C(OCC)=O)[*]
[*]C(C(OC(CO[*])=O)C)=O,[*]CC(CC([*])C(O)=O)C(NC(C)C)=O
CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,[*]CCCCO[*]
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,O=C1C([*])C(CC[*])C(O1)=O
[*]CC(OC(O[*])=O)C,[*]CC(O)COC1=CC=C(C(C)(C2=CC=C(O[*])C=C2)C)C=C1
C[Si](C)(C[*])O[*],OC1=C(C=CC=C1CC2=CC=CC([*])=C2O)CC3=CC=CC([*])=C3O
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C(C(OC(CO[*])=O)C)=O
[*]C(C)C(OCC(O[*])=O)=O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O
[*]C(C(OC1O[*])COC(C)=O)C(O)C1NC(C)=O,[*]C(C(OC(O[*])C=O)CO)C=O
[*]NC(C1=CC=C2C(C(N(C2=O)C3=CC=C(C=C3)CC4=CC=C([*])C=C4)=O)=C1)=O,O=C(CCCCC(NCCCCCCCCCCN[*])=O)[*]
[*]C(C)C[*],[*]C(C1=CC=CC=C1)CC2C(OC(C2[*])=O)=O
[*]OCCCOC(C1=CC=C(C([*])=O)C=C1)=O,OC1C(OC(C(C1O)O)[*])CO[*]
[*]CCC(CCCCCC)C[*],[*]C(C1=CC=C(C(NC2=CC=C(N[*])C=C2)=O)C=C1)=O
[*]C1=NC2=CC3=C(C=C2O1)OC(C4=CC=C(C=C4)[*])=N3,[*]C(C(CCCC[NH3+])N[*])=O
[*]CC=CCCC(C#N)[*],CCCCCCC1=C(SC([*])=C1)[*]
[*]CCCCO[*],[*]/C=C\CC/C=C\CC(CC([*])C1=CC=CC=C1)C2=CC=CC=C2
[*]CC([*])N1CCCC1=O,[*]C(C)(C(OCCN(C)C)=O)C[*]
O=C(C(C[*])[*])N,[*]C(C1=CC=C(C(NC2=CC=C(N[*])C=C2)=O)C=C1)=O
[*]C(CCCCC(OCCCCO[*])=O)=O,[*]CCCC(C1C([*])C2CC1C/C2=C/C)C
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]CC([*])Cl
COC(C(C[*])([*])C)=O,[*]CC(O)COC1=CC=C(C(C)(C2=CC=C(O[*])C=C2)C)C=C1
OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],[*]OCCCOC(C1=CC=C(C([*])=O)C=C1)=O
O=C([*])C(C)O[*],[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O
[*]NC(C(O)=O)CCC([*])=O,[*]OC(CC(OC(CC([*])=O)CC)=O)C
[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O,[*]OCC1C(C(C(CC1CO)COCC2C(C(C(CC2CO)C[*])O)COCC3C(C(C(C(O3)CO)O)O)COCC4C(C(C(C(O4)C(O)=O)COCC5C(C(C(C(O5)C(O)=O)O)O)O)O)O)O)O
O=C([*])CCCCCN[*],[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2
[*]C1C(C(C(OC1C(O[Ca]OC2=O)=O)OC3C2OC(O[*])C(O)C3O)O)O,[*]C(C)(C(OCCN(C)C)=O)C[*]
[*]CC[*],[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O
[*]CC(C#N)[*],OC1C(O[*])C(NC(C)=O)C(OC2C(O)C(O)C([*])OC2C(O)=O)OC1COC(C(C)=C)=O
OCC1OC(C(C(C1O)O[*])O)OC2C(C(C(OC2COS(=O)(O)=O)[*])NC(C)=O)O,[*]C1=C(C(C[*])=CC=C1)O
O=C([*])C(C)O[*],OC(COCC1OC(OC2C(COCC(O)=O)OC([*])C(O)C2O)C(O)C(O)C1O[*])=O
[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,[*]C(N[*])=O
[*]CC(OC(O[*])=O)C,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O
[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,CC(CC(C(C(O1)=O)CC1=O)[*])C[*]
[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,[*]CC(O)COC(CCCCCCCCC(O[*])=O)=O
[*]CCN[*],O=C(CCCCC(NCCCCCCCCCCN[*])=O)[*]
[*]CCCC([*])OC(C)=O,[*]CCCCOCCCCOCCCCOCCCCO[*]
O=C(O)C([*])C[*],[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*]
O=C(N)C([*])C[*],OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O
[*]CCCCO[*],[*]C(C(OC(O[*])C=O)CO)C=O
OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,[*]C(C)(C(OCCN(C)C)=O)C[*]
[*]NC(C(O)=O)CCC([*])=O,[*]C(OCCCO[*])=O
[*]C(C(O[*])C)=O,CC(C=C([*])C=C1C)=C1O[*]
OC1C(C(OC(C1O)OC2C(OC(C(C2O)O)OC3C(C(C(OC3C(OC)=O)OC4C(OC(C(C4O)O)[*])C(O)=O)O)O)C(OC)=O)C(O)=O)O[*],[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,C[Si](O[*])(C)[*]
O=C(O)C([*])C[*],CC(CC(C(C(O1)=O)CC1=O)[*])C[*]
O=C(C(C[*])[*])N,[*]CC(C)(C(OCCO)=O)[*]
CC(C=C([*])C=C1C)=C1O[*],O=C([*])CCCCC(NCCCCN[*])=O
[*]C(C)C[*],O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*]
C[Si](O[*])(C)[*],[*]CC=CCCC(C#N)[*]
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N
[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O
[*]C(C1=CC=CC=C1)CC2C(OC(C2[*])=O)=O,[*]/C=C\CC/C=C\CC(CC([*])C1=CC=CC=C1)C2=CC=CC=C2
[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],[*]OC1OC(CO)C(O)C(OC2OC(C(NC(CS)C(OC)=O)=O)C(OC[*])C(O)C2O)C1NC(C)=O
O=C([*])CCCCCO[*],[*]OCC1C(C(C(CC1CO)COCC2C(C(C(CC2CO)C[*])O)COCC3C(C(C(C(O3)CO)O)O)COCC4C(C(C(C(O4)C(O)=O)COCC5C(C(C(C(O5)C(O)=O)O)O)O)O)O)O)O
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]C(C(OC(CO[*])=O)C)=O
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,C[Si](O[*])(C)[*]
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O
[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,OC1C(C(OC(C1O)OC2C(OC(C(C2O)O)OC3C(C(C(OC3C(OC)=O)OC4C(OC(C(C4O)O)[*])C(O)=O)O)O)C(OC)=O)C(O)=O)O[*]
[*]NC(C(O)=O)CCC([*])=O,O=C([*])CCCCCO[*]
[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,[*]C(C=C1)=CC=C1S[*]
[*]C1=CC=C([*])N1,OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O
[*]OCC[*],O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O
OC(COCC1OC(OC2C(COCC(O)=O)OC([*])C(O)C2O)C(O)C(O)C1O[*])=O,[*]OC1=C(C([*])=CC=C1C)C
C[Si](O[*])(C)[*],[*]CC([*])N1CCCC1=O
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]OC1C(C(OC(C1O)OC2C3C(C(OC2CO3)[*])O)CO)O
[*]NC(C(O)=O)CCC([*])=O,OCC(OCC(COCC(CO[*])O)O)COCC(OCC(COCC(CO)O)O)COCC(COCC(CO[*])O)O
[*]CC([*])CC,[*]CCCC[*]
[*]C1=CC(C2=NC3=CC(C4=CC=C5N=C([*])NC5=C4)=CC=C3N2)=CC=C1,[*]C(C(CCCC[NH3+])N[*])=O
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,[*]CCC(CCCC(CCCC(C[*])C)C)C
[*]CC[*],[*]C/C=C/C[*]
O=C1CCCN1C([*])C[*],[*]NC(CCC([*])=O)C(O)=O
[*]OC(C(C1O)O)OC(COC)C1OC(OC(C(C2O)OC3OC(C(C(C3OC)O)OC4OC(C(C(C4OC)O)[*])COC)CO)COC)C2OCC(OC)C,[*]C/C=C(C[*])\Cl
OC(COCC1OC(OC2C(COCC(O)=O)OC([*])C(O)C2O)C(O)C(O)C1O[*])=O,[*]C(C(OC(O[*])C=O)CO)C=O
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]CC([*])Cl
C/C(C[*])=C/C[*],[*][C@H]1[C@H](O)[C@@H](O)[C@H](OC2C(O)C(OC(C)=O)C(O[*])OC2CO)O[C@@H]1CO
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[*]C(C(OC1O[*])COC(C)=O)C(O)C1NC(C)=O
O=C([*])CCCCCN[*],O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O
[*]C(C)C(OCC(O[*])=O)=O,CC(COC(C(CC(C(C(C(OC(C)C)=O)C1=CC=CC=C1)C(OCC(OC(C2=CC=CC=C2C(O)=O)=O)C)=O)C3=CC=CC=C3)C(C(OC(C)C[*])=O)C4=CC=CC=C4)=O)OC(C5=CC=CC=C5C(O[*])=O)=O
[*]CCN[*],[*][C@H]1[C@H](O)[C@@H](O)[C@H](OC2C(O)C(OC(C)=O)C(O[*])OC2CO)O[C@@H]1CO
C[Si](C)(C[*])O[*],[*]CCCC([*])C(OC)=O
OCC1OC(C(C(C1O)O[*])O)OC2C(C(C(OC2COS(=O)(O)=O)[*])NC(C)=O)O,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*]
[*]C(C)C[*],[*]CC([*])N1CCCC1=O
O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O,[*][C@H]1[C@H](O)[C@@H](O)[C@H](OC2C(O)C(OC(C)=O)C(O[*])OC2CO)O[C@@H]1CO
[*]CC(C1=CC=CC=C1)[*],[*]NC(C(O)=O)CCC([*])=O
[*]CC(CC(C#N)[*])C1=CC=CC=C1,[*]/C=C\CC/C=C\CC(CC([*])C1=CC=CC=C1)C2=CC=CC=C2
[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],OC(C(C1OC2OC(C(C(C2O)O)OC3OC(C(C(C3O)O)O)COC4OC(C(C(C4O)O)OC5OC(C(C(C5O)O)OC6OC(C(C(C6O)O[*])O)C)CO)CO)CO)O[*])COC1CO
O=C(O)C([*])C[*],[*]CC(C1=CC=C(C=C1)S(=O)([O-])=O)[*]
[*]C([H])([H])C(O)([H])[*],[*][C@H]1[C@H](O)[C@@H](O)[C@H](OC2C(O)C(OC(C)=O)C(O[*])OC2CO)O[C@@H]1CO
[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,[*]NC(C(O)=O)CCC([*])=O
CC(O[*])CC([*])=O,OC(C(OC(C1O)CO)C[*])C1O[*]
OC1=C(C=CC=C1CC2=CC=CC([*])=C2O)CC3=CC=CC([*])=C3O,[*]C(N[*])=O
[*]CC(C)(C(OCCO)=O)[*],OC1C(OC(C(C1O)O)C[*])COCC(OC(C(O)C=O)CO[*])C=O
[*]CC=CCCC(C#N)[*],[*]CCCC([*])C(OC)=O
[*]C1=CC=C([*])N1,OCC1OC(C(C(C1O)O[*])O)OC2C(C(C(OC2COS(=O)(O)=O)[*])NC(C)=O)O
[*]NCCCCCCCCCCCC([*])=O,[*]CC1=CC=C(C(Cl)=C1)C[*]
COC(C(C[*])([*])C)=O,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*]
O=C(C(C[*])[*])N,CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O
OC(C([*])C[*])=O,[*]CC(CC([*])C(O)=O)C(NC(C)C)=O
[*]C1=NC2=CC3=C(C=C2O1)OC(C4=CC=C(C=C4)[*])=N3,[*]CC(C1=CC=C(C=C1)S(=O)(O[Na])=O)[*]
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,OC1C(OC(C(C1O)O)C[*])COCC(OC(C(O)C=O)CO[*])C=O
[*]NCCCCCCCCCCCC([*])=O,O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*]
[*]OC1C(C(OC(C1O)OC2C3C(C(OC2CO3)[*])O)CO)O,[*]C(N[*])=O
[*]C(CCCCCO[*])=O,[*]CCN[*]
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O
[*]CC([*])Cl,CCCCCCC1=C(SC([*])=C1)[*]
OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],[*]C(C1=CC=C(C=C1)C(OCCCCOC(C2=CC=C(C=C2)C(OCCCCO[*])=O)=O)=O)=O
[*]CC(C)(C(OCCO)=O)[*],O=C(O)C(C[*])CC(CC(C(C(O)=O)[*])C(O)=O)C(O)=O
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O
O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O,O=C(N([*])C([*])=O)CC=C
[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,OC1C(OC(C(C1O)O)C[*])COCC(OC(C(O)C=O)CO[*])C=O
O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],[*]CC(O)COC(CCCCCCCCC(O[*])=O)=O
[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*]
O=C([*])CCCCCN[*],OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*]
O=C(O)C([*])C[*],O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*]
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C(C(OC(O[*])C=O)CO)C=O
[*]C(F)(C(F)([*])F)F,[*]OC1C(O)C(O)C(OC2C(NC(C)=O)C(O[*])OC(OS(O)(=O)=O)C2O)OC1C(O)=O
O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na],CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O
[*]OCC[*],[*]C(C=C1)=CC=C1S[*]
[*]CCCC(CCCCCC)[*],O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na]
[*]OC(C(C1O)O)OC(COC)C1OC(OC(C(C2O)OC3OC(C(C(C3OC)O)OC4OC(C(C(C4OC)O)[*])COC)CO)COC)C2OCC(OC)C,[*]OC1=C(C([*])=CC=C1C)C
O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O,O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*]
[*]O[C@H](C)CC([*])=O,[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O
OCC1OC(C(C(C1O)O[*])O)OC2C(C(C(OC2COS(=O)(O)=O)[*])NC(C)=O)O,[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COCCO)OC1COCCO
[*]CC(O)COC1=CC=C(C(C)(C2=CC=C(O[*])C=C2)C)C=C1,[*]CC(O[*])CN=[N+]=[N-]
[*]CC(C1=CC=CC=C1)[*],[*]CC(O)COC(CCCCCCCCC(O[*])=O)=O
[*]CC[*],[*]C(C1=CC=C(C(NC2=CC=C(N[*])C=C2)=O)C=C1)=O
[*]CC(OC(O[*])=O)C,O=C(C1=CC=C2C=C(C=CC2=C1)C([*])=O)OCCO[*]
[*]CC=CCCC(C1=CC=CC=C1)[*],OC1C(C(OC(C1O)OC2C(OC(C(C2O)O)OC3C(C(C(OC3C(OC)=O)OC4C(OC(C(C4O)O)[*])C(O)=O)O)O)C(OC)=O)C(O)=O)O[*]
O=C(C(C[*])[*])N,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],[*]CCCCO[*]
[*]C/C=C(C[*])\Cl,[*]CCCC(C(O)=O)[*]
[*]NCCCCCCCCCCCC([*])=O,OC1C(OC(C(C1O)O)C[*])COCC(OC(C(O)C=O)CO[*])C=O
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[*]CCCC(C1C([*])C2CC1C/C2=C/C)C
O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],CC(COC(C(CC(C(C(C(OC(C)C)=O)C1=CC=CC=C1)C(OCC(OC(C2=CC=CC=C2C(O)=O)=O)C)=O)C3=CC=CC=C3)C(C(OC(C)C[*])=O)C4=CC=CC=C4)=O)OC(C5=CC=CC=C5C(O[*])=O)=O
CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,OCC(OCC(COCC(CO[*])O)O)COCC(OCC(COCC(CO)O)O)COCC(COCC(CO[*])O)O
[*]C(C(OC1O[*])COC(C)=O)C(O)C1NC(C)=O,CC(O[*])CC([*])=O
[*]CC(C1=CC=C(C=C1)S(=O)([O-])=O)[*],[*]CC(O)COC1=CC=C(C(C)(C2=CC=C(O[*])C=C2)C)C=C1
[*]OC1=C(C([*])=CC=C1C)C,CC(CO[*])[*]
OC1C(O[*])C(C(O[Ca]O2)=O)OC(OC3C(O)C(O)C(OC4C(C(O[Ca]O5)=O)OC(OC6C(O)C(O)C(OC7C(C(O[Ca]O8)=O)OC(OC9C(O)C(O)C([*])OC9C8=O)C(O)C7O)OC6C5=O)C(O)C4O)OC3C2=O)C1O,OC(C([*])C[*])=O
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]OC1C(C(OC(C1O)OC2C3C(C(OC2CO3)[*])O)CO)O
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]C(C=C1)=CC=C1S[*]
[*]OCCCOC(C1=CC=C(C([*])=O)C=C1)=O,[*]C(C(O[*])C)=O
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO
O=C([*])C(C)O[*],[*]CC=CCCC(C#N)[*]
[*]OC1C(C(OC(C1O)OC2C3C(C(OC2CO3)[*])O)CO)O,CC(C=C([*])C=C1C)=C1O[*]
[*]C1=NC2=CC3=C(C=C2O1)OC(C4=CC=C(C=C4)[*])=N3,CC(COC(C(CC(C(C(C(OC(C)C)=O)C1=CC=CC=C1)C(OCC(OC(C2=CC=CC=C2C(O)=O)=O)C)=O)C3=CC=CC=C3)C(C(OC(C)C[*])=O)C4=CC=CC=C4)=O)OC(C5=CC=CC=C5C(O[*])=O)=O
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO
[*]CC(C(CCC)=O)([*])C,OC(C([*])C[*])=O
O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],[*]OC1C(O)C(O)C(OC2C(NC(C)=O)C(O[*])OC(OS(O)(=O)=O)C2O)OC1C(O)=O
[*]CCCC([*])OC(C)=O,[*]CCCC([*])C(OC)=O
[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,O=C([*])CCCCC(NCCCCN[*])=O
[*]CC(C1=CC=CC=C1)[*],[*]C(C1=CC=C(C(NC2=CC=C(N[*])C=C2)=O)C=C1)=O
O=C(N([*])C([*])=O)CC=C,[*]C(C(OC(O[*])C=O)CO)C=O
[*]OC(CC(OC(CC([*])=O)CC)=O)C,[*]NC(CCC([*])=O)C(O)=O
[*]C(C)C[*],[*]NC(C1=CC=C2C(C(N(C2=O)C3=CC=C(C=C3)CC4=CC=C([*])C=C4)=O)=C1)=O
OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],[*]CC(C(CCC)=O)([*])C
[*]CCC1C([*])C2CCC1C2,[*]NC(CCC([*])=O)C(O)=O
[*]C(CCCCCO[*])=O,[*]C/C=C/CCC(C/C=C\C[*])C=C
O=C1CCCN1C([*])C[*],CC(COC(C(CC(C(C(C(OC(C)C)=O)C1=CC=CC=C1)C(OCC(OC(C2=CC=CC=C2C(O)=O)=O)C)=O)C3=CC=CC=C3)C(C(OC(C)C[*])=O)C4=CC=CC=C4)=O)OC(C5=CC=CC=C5C(O[*])=O)=O
[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,[*]C(OCCCO[*])=O
C[Si](C)(C[*])O[*],[*]C(C(CCCCN[*])N)=O
[*]CC=CCCC(C1=CC=CC=C1)[*],OC(C(OC(C1O)CO)C[*])C1O[*]
CC(CC(C(C(O1)=O)CC1=O)[*])C[*],[*]OC1C(C(OC(C1O)OC2C3C(C(OC2CO3)[*])O)CO)O
[*]CC(C(OCC)=O)[*],[*]C(C(CCCCN[*])N)=O
OC(C(C1OC2OC(C(C(C2O)O)OC3OC(C(C(C3O)O)O)COC4OC(C(C(C4O)O)OC5OC(C(C(C5O)O)OC6OC(C(C(C6O)O[*])O)C)CO)CO)CO)O[*])COC1CO,OC(C(OC(C1O)CO)C[*])C1O[*]
[*]CC(O)COC(CCCCCCCCC(O[*])=O)=O,[*]CCCC(C(O)=O)[*]
[*]CC([*])N1CCCC1=O,O=C(O[Na])COCC1OC(OC2C(COCC(O[Na])=O)OC([*])C(O)C2O)C(O)C(O)C1O[*]
[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,[*]C(F)(C(F)([*])F)F
[*]NC(C(O)=O)CCC([*])=O,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O
[*]CC(C1=CC=CC=C1)[*],C[Si](C)(C[*])O[*]
